Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2006082311401,2006-08-18 00:00:00,2006-05-17 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,25.0,Denied,0.0,Deny,93.0,25.0
2004092163291,2004-08-13 00:00:00,2004-04-11 00:00:00,TRI,Tri-Cities Regional,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,88.0,Approved,88.0,Approve in Full,124.0,0.0
2006072009843,2006-07-18 00:00:00,2006-06-30 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Outdoor Structures (fencing; storage sheds; etc.),800.0,Denied,0.0,Deny,18.0,800.0
0709046M,2003-07-09 00:00:00,2003-06-25 00:00:00,BDL,Bradley International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,93.26,Approved,93.26,Approve in Full,14.0,0.0
2005113096725,2005-11-15 00:00:00,2005-10-06 00:00:00,EWR,Newark International Airport,Scandinavian Airlines Systems,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,117.74,Settled,58.87,Settle,40.0,58.87
2008011037724,2008-01-07 00:00:00,2007-10-04 00:00:00,MLU,Monroe Regional,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,61.88,Settled,30.94,Settle,95.0,30.94
2006122017496,2006-12-13 00:00:00,2006-10-28 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Locks,15.0,Denied,0.0,Deny,46.0,15.0
2004090161846,2004-07-29 00:00:00,2004-07-18 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Theft,Checkpoint,Other,300.0,Denied,0.0,Deny,11.0,300.0
2005081990945,2005-08-05 00:00:00,2005-08-04 00:00:00,GTF,Great Falls International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,399.0,Settled,105.45,Settle,1.0,293.55
2007021320882,2007-02-09 00:00:00,2007-01-16 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),125.9,Approved,125.9,Approve in Full,24.0,0.0
1117138M,2003-11-17 00:00:00,2003-11-01 00:00:00,PIT,Pittsburgh International Airport,USAir,Passenger Property Loss,Checkpoint,Jewelry - Fine,135.0,Denied,135.0,Deny,16.0,0.0
2009081462613,2009-08-12 00:00:00,2009-08-02 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Dental Equipment and Instruments,100.0,Approved,100.0,Approve in Full,10.0,0.0
2005052385325,2005-05-20 00:00:00,2005-04-25 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,350.0,Settled,228.58,Settle,25.0,121.41999999999999
2009050758468,2009-04-22 00:00:00,2009-04-14 00:00:00,PNS,Pensacola Regional,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,105.0,Denied,0.0,Deny,8.0,105.0
2004070858758,2004-06-21 00:00:00,2004-05-24 00:00:00,AUS,Austin-Bergstrom International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),15.0,Approved,15.0,Approve in Full,28.0,0.0
2006071809663,2006-07-11 00:00:00,2006-06-25 00:00:00,TUS,Tucson International,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Costume,20.0,Approved,20.0,Approve in Full,16.0,0.0
2004082661386,2004-09-29 00:00:00,2004-06-29 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest International Airways Ltd,Property Damage,Checkpoint,Computer - Laptop,475.0,Approved,475.0,Approve in Full,92.0,0.0
2008052944936,2008-05-27 00:00:00,2008-04-19 00:00:00,EWR,Newark International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checkpoint,Watches - Expensive more than $100,3959.0,Approved,3959.0,Approve in Full,38.0,0.0
2005012474139,2005-01-04 00:00:00,2004-11-06 00:00:00,PIT,Pittsburgh International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Cameras - Digital,629.15,Denied,0.0,Deny,59.0,629.15
2007091932290,2007-09-17 00:00:00,2007-09-08 00:00:00,DFW,Dallas-Fort Worth International Airport,Alaska Airlines,Property Damage,Checked Baggage,Locks,17.99,Approved,17.99,Approve in Full,9.0,0.0
0203014M,2004-02-03 00:00:00,2003-12-09 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),169.0,Denied,0.0,Deny,56.0,169.0
2005020275354,2005-01-19 00:00:00,2004-11-13 00:00:00,MHT,Manchester Regional Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,150.0,Settled,75.0,Settle,67.0,75.0
2008031741140,2008-03-06 00:00:00,2008-01-18 00:00:00,EWR,Newark International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,327.0,Denied,0.0,Deny,48.0,327.0
2006040704228,2006-03-30 00:00:00,2006-03-04 00:00:00,TPA,Tampa International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),420.0,Settled,91.4,Settle,26.0,328.6
2007020220106,2007-01-30 00:00:00,2006-12-11 00:00:00,RIC,Richmond International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),375.0,Denied,0.0,Deny,50.0,375.0
2005080390031,2005-07-28 00:00:00,2005-06-13 00:00:00,ICT,Wichita Mid-Continent,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),98.67,Denied,0.0,Deny,45.0,98.67
2007100232864,2007-09-27 00:00:00,2007-07-12 00:00:00,RSW,Southwest Florida International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,848.95,Denied,0.0,Deny,77.0,848.95
2005092893384,2005-09-16 00:00:00,2005-09-03 00:00:00,MKE,General Mitchell International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,19.0,Approved,19.0,Approve in Full,13.0,0.0
2005100794311,2005-10-05 00:00:00,2005-08-30 00:00:00,CAK,Akron-Canton Regional,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,130.39,Settled,65.2,Settle,36.0,65.18999999999998
2006101213901,2006-10-11 00:00:00,2006-09-26 00:00:00,FAI,Fairbanks International,Alaska Airlines,Property Damage,Checkpoint,Bags - Fabric; plastic; etc. (not purses),54.95,Approved,54.95,Approve in Full,15.0,0.0
2008071546956,2008-07-07 00:00:00,2008-06-17 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,150.0,Settled,75.0,Settle,20.0,75.0
2007050124742,2007-04-26 00:00:00,2007-04-18 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,8.0,100.0
2009110565182,2009-10-29 00:00:00,2009-10-16 10:50:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checkpoint,Cell Phones,600.0,Denied,0.0,Deny,12.0,600.0
2006032203501,2006-03-08 00:00:00,2006-03-03 00:00:00,SNA,John Wayne,American Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),257.45,Approved,257.45,Approve in Full,5.0,0.0
2007112035214,2007-11-16 00:00:00,2007-11-06 00:00:00,GPT,Gulfport-Biloxi International,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,400.0,Denied,0.0,Deny,10.0,400.0
2006030902869,2006-03-07 00:00:00,2006-01-10 00:00:00,PDX,Portland International,Lufthansa,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,55.0,Approved,55.0,Approve in Full,56.0,0.0
2005031678440,2005-02-16 00:00:00,2005-12-22 00:00:00,MCI,Kansas City International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,95.0,Approved,95.0,Approve in Full,-309.0,0.0
2005071488946,2005-07-13 00:00:00,2005-06-25 00:00:00,OGG,Kahului-Maui; HI,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Denied,0.0,Deny,18.0,50.0
2007022321435,2007-02-21 00:00:00,2007-02-13 00:00:00,HDN,Yampa Valley Regional,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,200.0,Settled,100.0,Settle,8.0,100.0
2006042705402,2006-04-25 00:00:00,2006-04-19 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,12.0,Approved,12.0,Approve in Full,6.0,0.0
2006013000514,2006-01-13 00:00:00,2005-12-27 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,750.0,Settled,700.0,Settle,17.0,50.0
2004061055417,2004-05-27 00:00:00,2004-05-01 00:00:00,JFK,John F. Kennedy International,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Cell Phones,300.0,Approved,300.0,Approve in Full,26.0,0.0
2009060959970,2009-06-08 00:00:00,2009-04-15 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checkpoint,Automobile Parts,193.44,Denied,0.0,Deny,54.0,193.44
2007101833586,2007-10-15 00:00:00,2007-09-29 00:00:00,MSP,Minneapolis/ St.Paul International Airport,American Airlines,Property Damage,Checked Baggage,Professional Equipment,43.59,Denied,0.0,Deny,16.0,43.59
2008072547458,2008-07-24 00:00:00,2008-07-14 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,87.0,Denied,0.0,Deny,10.0,87.0
0903148M,2003-09-03 00:00:00,2003-08-24 00:00:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines,Property Damage,Checked Baggage,Other,915.0,Settled,824.12,Settle,10.0,90.88
2006020901269,2006-02-02 00:00:00,2006-01-17 00:00:00,PHL,Philadelphia International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,25.0,Denied,0.0,Deny,16.0,25.0
2007021220706,2007-02-01 00:00:00,2007-01-25 00:00:00,CLE,Cleveland Hopkins International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,112.57,Settled,56.29,Settle,7.0,56.279999999999994
2005071288739,2005-07-11 00:00:00,2005-06-25 00:00:00,MDW,Midway International Airport,Air Tran Airlines(do not use),Property Damage,Checkpoint,Other,35.0,Approved,35.0,Approve in Full,16.0,0.0
2005112596505,2005-11-14 00:00:00,2005-09-15 00:00:00,SFB,Orlando Sanford,Tran Meridian Airlines,Property Damage,Checked Baggage,Other,79.99,Approved,79.99,Approve in Full,60.0,0.0
2008092350288,2008-09-19 00:00:00,2008-08-13 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,18.48,Denied,0.0,Deny,37.0,18.48
2009050458328,2009-04-17 00:00:00,2009-03-14 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),101.69,Approved,101.69,Approve in Full,34.0,0.0
2009081062471,2009-08-07 00:00:00,2009-04-28 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,30.0,Denied,0.0,Deny,101.0,30.0
1022136M,2003-10-22 00:00:00,2003-10-12 00:00:00,RSW,Southwest Florida International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),140.0,Settled,70.0,Settle,10.0,70.0
2007061326862,2007-06-08 00:00:00,2007-03-30 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,13.0,Denied,0.0,Deny,70.0,13.0
2007092532505,2007-09-19 00:00:00,2007-08-17 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,6.3,Denied,0.0,Deny,33.0,6.3
2009032056714,2009-03-09 00:00:00,2009-02-19 00:00:00,TPA,Tampa International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other; Toys (game systems; cartridges; radio controlled cars; etc.),460.44,Denied,0.0,Deny,18.0,460.44
2007013019799,2007-01-25 00:00:00,2006-11-21 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry - Fine,500.0,Denied,0.0,Deny,65.0,500.0
2005081590572,2005-08-04 00:00:00,2005-07-25 00:00:00,SEA,Seattle-Tacoma International,UAL,Passenger Property Loss,Checked Baggage,Locks,9.21,Approved,9.21,Approve in Full,10.0,0.0
2009052259423,2009-05-19 00:00:00,2009-05-03 00:00:00,STT,Cyril E. King International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,148.0,Denied,0.0,Deny,16.0,148.0
2006082411550,2006-08-21 00:00:00,2006-06-24 00:00:00,ISP,Long Island McArthur; Islip,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,124.26,Settled,86.98,Settle,58.0,37.28
2008123053860,2008-12-19 00:00:00,2008-11-19 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,98.0,Denied,0.0,Deny,30.0,98.0
2009062560637,2009-06-22 00:00:00,2009-05-13 00:00:00,BGR,Bangor International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Dental Equipment and Instruments,350.0,Denied,0.0,Deny,40.0,350.0
2008050944055,2008-05-03 00:00:00,2008-03-15 00:00:00,BUF,Buffalo Niagara International,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,231.69,Denied,0.0,Deny,49.0,231.69
2007022621512,2007-02-22 00:00:00,2007-02-12 00:00:00,RNO,Reno/Tahoe International,American Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,117.85,Approved,117.85,Approve in Full,10.0,0.0
2007032723027,2007-03-23 00:00:00,2007-02-21 00:00:00,OMA,Eppley Airfield,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,100.0,Denied,0.0,Deny,30.0,100.0
2005010472688,2004-12-14 00:00:00,2004-11-16 00:00:00,GRR,Gerald R. Ford International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Other,10.0,Approved,10.0,Approve in Full,28.0,0.0
2006011399611,2006-01-10 00:00:00,2005-11-22 00:00:00,TLH,Tallahassee Regional,Delta Air Lines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,88.0,Approved,88.0,Approve in Full,49.0,0.0
2007102233759,2007-10-17 00:00:00,2007-10-06 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Baby - Strollers; car seats; playpen; etc.,975.0,Settled,899.99,Settle,11.0,75.00999999999999
2005101394492,2005-10-05 00:00:00,2005-08-31 00:00:00,LAS,McCarran International,America West,Passenger Property Loss,Checked Baggage,Other,216.0,Denied,0.0,Deny,35.0,216.0
2004060354555,2004-05-03 00:00:00,2004-03-30 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Currency,500.0,Approved,500.0,Approve in Full,34.0,0.0
0221014L,2003-02-21 00:00:00,2003-02-02 00:00:00,MSP,Minneapolis/ St.Paul International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,78.75,Approved,78.75,Approve in Full,19.0,0.0
0910007M,2003-09-10 00:00:00,2003-08-31 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,74.81,Approved,75.0,Approve in Full,10.0,-0.18999999999999773
2007101733559,2007-10-15 00:00:00,2007-09-29 00:00:00,DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,300.0,Denied,0.0,Deny,16.0,300.0
2004062357014,2004-05-18 00:00:00,2004-05-02 00:00:00,HNL,Honolulu International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,688.96,Approved,688.96,Approve in Full,16.0,0.0
2006032803770,2006-03-21 00:00:00,2006-03-12 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Fine,828.0,Settled,395.0,Settle,9.0,433.0
2007020220074,2007-01-30 00:00:00,2006-12-30 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Currency,150.0,Denied,0.0,Deny,31.0,150.0
2006042405097,2006-04-18 00:00:00,2006-04-10 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,240.0,Denied,0.0,Deny,8.0,240.0
2004062457272,2004-05-27 00:00:00,2004-05-12 00:00:00,COS,Colorado Springs Municipal,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,407.0,Approved,407.0,Approve in Full,15.0,0.0
2004060354469,2004-04-21 00:00:00,2004-04-10 00:00:00,DEN,Denver International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,144.95,Settled,72.47,Settle,11.0,72.47999999999999
2005072789730,2005-07-25 00:00:00,2005-07-09 00:00:00,BDL,Bradley International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,89.5,Denied,0.0,Deny,16.0,89.5
2007021220779,2007-02-08 00:00:00,2007-01-02 00:00:00,RNO,Reno/Tahoe International,Southwest Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc); Other,406.55,Denied,0.0,Deny,37.0,406.55
2004060154055,2004-04-21 00:00:00,2004-04-02 00:00:00,EWR,Newark International Airport,America West,Property Damage,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,19.0,0.0
2007041824184,2007-04-17 00:00:00,2007-04-15 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,90.0,Settled,45.0,Settle,2.0,45.0
2007051425350,2007-05-10 00:00:00,2007-02-24 00:00:00,MIA,Miami International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Jewelry - Fine,792.88,Denied,0.0,Deny,75.0,792.88
2008072947599,2008-07-17 00:00:00,2008-07-05 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Watches - Expensive more than $100,702.6,Approved,702.6,Approve in Full,12.0,0.0
2006121317020,2006-12-05 00:00:00,2006-11-17 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Costume; Jewelry - Fine,584.79,Denied,0.0,Deny,18.0,584.79
2009022555820,2009-02-09 00:00:00,2009-01-18 00:00:00,SAN,San Diego International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,170.0,Denied,0.0,Deny,22.0,170.0
2004071359148,2004-06-22 00:00:00,2004-06-10 00:00:00,IND,Indianapolis International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,80.0,Settled,32.5,Settle,12.0,47.5
2005060185618,2005-05-24 00:00:00,2005-05-08 00:00:00,ORD,Chicago O'Hare International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),70.0,Denied,0.0,Deny,16.0,70.0
2007112635440,2007-11-23 00:00:00,2007-11-19 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,149.99,Denied,0.0,Deny,4.0,149.99
2005062887495,2005-06-16 00:00:00,2005-03-21 00:00:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Settled,50.0,Settle,87.0,100.0
2009081462622,2009-08-10 00:00:00,2009-07-18 00:00:00,MYR,Myrtle Beach International,USAir,Passenger Property Loss,Checkpoint,Other,4.94,Denied,0.0,Deny,23.0,4.94
0506120L,2003-05-06 00:00:00,2003-03-25 00:00:00,LAS,McCarran International,Japan Airlines,Passenger Property Loss,Checked Baggage,Currency,200.0,Approved,200.0,Approve in Full,42.0,0.0
2004111767195,2004-10-04 00:00:00,2004-09-25 00:00:00,LGA,LaGuardia,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.0,Denied,0.0,Deny,9.0,50.0
1003013M,2003-10-03 00:00:00,2003-06-03 00:00:00,DEN,Denver International Airport,American Airlines,Property Damage,Checkpoint,Cameras - Digital,410.82,Settled,302.95,Settle,122.0,107.87
2005042783472,2005-04-26 00:00:00,2005-03-01 00:00:00,CLT,Charlotte/Douglas International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,150.0,Approved,150.0,Approve in Full,56.0,0.0
2007090531385,2007-08-31 00:00:00,2007-07-16 00:00:00,BQK,Glynco Jetport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,60.0,Denied,0.0,Deny,46.0,60.0
2008072447341,2008-07-17 00:00:00,2008-07-06 00:00:00,SGF,Springfield-Branson National Airport,American Airlines,Property Damage,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,100.0,Denied,0.0,Deny,11.0,100.0
2009123066951,2009-12-24 00:00:00,2009-11-21 12:08:00,ABR,Aberdeen Regional Airport,Northwest Airlines,Property Damage,Checked Baggage,Clocks - Inexpensive ($75.00 or less); Electrical and Gas Appliances Minor - $200 or less (humidifiers; tv's; etc),60.0,Settled,54.58,Settle,32.0,5.420000000000002
2005033080591,2005-03-22 00:00:00,2005-03-07 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,100.0,Settled,40.0,Settle,15.0,60.0
1117508M,2003-11-17 00:00:00,2003-10-07 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,540.0,Settled,270.0,Settle,41.0,270.0
2009051858877,2009-05-04 00:00:00,2009-04-10 00:00:00,OGG,Kahului-Maui; HI,Hawaiian Airlines,Property Damage,Checkpoint,Computer - Laptop,268.5,Denied,0.0,Deny,24.0,268.5
0613030L,2003-06-13 00:00:00,2003-05-29 00:00:00,SAT,San Antonio International,American Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),486.0,Settled,243.0,Settle,15.0,243.0
2008022039823,2008-02-08 00:00:00,2008-01-08 00:00:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,69.95,Denied,0.0,Deny,31.0,69.95
0722014M,2003-07-22 00:00:00,2003-06-19 00:00:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,150.0,Approved,150.0,Approve in Full,33.0,0.0
2006082811612,2006-08-23 00:00:00,2006-08-01 00:00:00,LAS,McCarran International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,21.95,Approved,21.95,Approve in Full,22.0,0.0
2005021276073,2004-02-12 00:00:00,2003-12-06 00:00:00,JFK,John F. Kennedy International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,224.86,Denied,0.0,Deny,68.0,224.86
2008071046740,2008-07-07 00:00:00,2008-07-06 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,254.99,Denied,0.0,Deny,1.0,254.99
0815061M,2003-08-15 00:00:00,2003-07-28 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,30.0,Denied,0.0,Deny,18.0,30.0
2005032880113,2005-03-15 00:00:00,2004-09-06 00:00:00,HOU,William P. Hobby,Southwest Airlines,Property Damage,Checked Baggage,PDA - Personal Data Assistants,100.0,Denied,0.0,Deny,190.0,100.0
0619065L,2003-06-19 00:00:00,2003-05-26 00:00:00,BUF,Buffalo Niagara International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,231.0,Approved,231.0,Approve in Full,24.0,0.0
0815051M,2003-08-15 00:00:00,2003-05-10 00:00:00,OAK,Metropolitan Oakland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,800.0,Denied,0.0,Deny,97.0,800.0
2009051258532,2009-05-19 00:00:00,2009-04-06 00:00:00,BOS,Boston (Logan) International Airport,American Eagle,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric),809.0,Denied,0.0,Deny,43.0,809.0
2006053107103,2006-05-25 00:00:00,2006-05-18 00:00:00,CMH,Port Columbus International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,40.0,Approved,40.0,Approve in Full,7.0,0.0
2008042343273,2008-04-21 00:00:00,2007-02-12 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Locks,11.52,Denied,0.0,Deny,434.0,11.52
0728021M,2003-07-28 00:00:00,2003-06-30 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,508.96,Denied,0.0,Deny,28.0,508.96
2009091163554,2009-09-10 00:00:00,2009-08-18 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),140.0,Approved,140.0,Approve in Full,23.0,0.0
2007072328883,2007-07-19 00:00:00,2007-06-30 00:00:00,PHL,Philadelphia International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,207.57,Approved,207.57,Approve in Full,19.0,0.0
2007110934799,2007-11-07 00:00:00,2007-11-01 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,118.09,Denied,0.0,Deny,6.0,118.09
2005072189339,2005-07-18 00:00:00,2005-05-10 00:00:00,SAN,San Diego International,UAL,Passenger Property Loss,Checked Baggage,Other,75.3,Approved,75.3,Approve in Full,69.0,0.0
2008090249301,2008-08-22 00:00:00,2008-08-09 00:00:00,SEA,Seattle-Tacoma International,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Costume,200.0,Denied,0.0,Deny,13.0,200.0
2008081948774,2008-08-15 00:00:00,2008-08-10 00:00:00,STL,Lambert St. Louis International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,5.0,20.0
2005071488952,2005-07-13 00:00:00,2005-05-20 00:00:00,HNL,Honolulu International Airport,Air Canada,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,16.81,Approved,16.81,Approve in Full,54.0,0.0
0226404M,2004-02-26 00:00:00,2004-12-28 00:00:00,IAH,Houston - George Bush Intercontinental Airport,USAir,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,32.0,Denied,0.0,Deny,-306.0,32.0
2006081711216,2006-08-15 00:00:00,2006-08-04 00:00:00,BOS,Boston (Logan) International Airport,USAir,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),156.45,Approved,156.45,Approve in Full,11.0,0.0
2006122217830,2006-12-20 00:00:00,2006-12-07 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Continental Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),116.55,Approved,116.55,Approve in Full,13.0,0.0
